EPIC206038483,EPIC 206038483,1416484386,186,338.606171,-13.731702,3.0026376,0.00479,12.789,EPIC 206038483
EPIC206061524,EPIC 206061524,1416853970,145,335.057373,-13.114627,5.87913354,0.00841,14.893,EPIC 206061524
EPIC206061524,EPIC 206061524,1416345894,151,335.057373,-13.114627,5.8796123,0.00922,14.893,EPIC 206061524
EPIC206103150,EPIC 206103150,1416562821,227,331.203033,-12.018893,4.15810694,0.01142,11.986,EPIC 206103150
EPIC206103150,EPIC 206103150,1416562679,217,331.203033,-12.018893,4.1591739,0.0127,11.986,EPIC 206103150
EPIC206114294,EPIC 206114294,1416314182,68,332.344208,-11.734278,3.2920598,0.00642,16.533,EPIC 206114294
EPIC206135075,EPIC 206135075,1416549175,353,337.940613,-11.182043,54.976021,0.0646,11.929,EPIC 206135075
EPIC206135267,EPIC 206135267,1416311687,160,333.294769,-11.177358,2.5730187,0.052,9.991,EPIC 206135267
EPIC206152015,EPIC 206152015,1416455168,131,342.34137,-10.743431,0.80858305,0.01022,11.353,EPIC 206152015
EPIC206154641,EPIC 206154641,1416534565,115,342.385681,-10.675551,2.48450535,0.00879,11.457,EPIC 206154641
EPIC206154641,EPIC 206154641,1416320186,118,342.385681,-10.675551,2.4841939,0.0092,11.457,EPIC 206154641
EPIC206155547,EPIC 206155547,1416808883,365,333.606323,-10.652785,24.3949924,0.02305,14.713,EPIC 206155547
EPIC206155547,EPIC 206155547,1416809470,363,333.606323,-10.652785,24.387407,0.0239,14.713,EPIC 206155547
EPIC206175552,EPIC 206175552,1416673954,73,339.511536,-10.205107,6.57986525,0.00561,13.512,EPIC 206175552
EPIC206311743,EPIC 206311743,1416620403,427,335.1185,-8.060535,4.31444335,0.03877,13.209,EPIC 206311743
EPIC206318379,EPIC 206318379,1416331818,59,335.62439,-7.955366,2.2604439,0.00642,16.061,EPIC 206318379
EPIC206500801,EPIC 206500801,1416767852,268,334.492249,-4.864619,8.15306759,0.02292,12.177,EPIC 206500801
EPIC206543223,EPIC 206543223,1417065489,192,336.011169,-3.95439,17.80345864,0.04843,11.587,EPIC 206543223
EPIC206543223,EPIC 206543223,1417064213,189,336.011169,-3.95439,17.812866,0.0501,11.587,EPIC 206543223
EPIC210414957,EPIC 210414957,1423409473,131,64.325264,13.804842,0.96997227,0.00549,13.058,EPIC 210414957
EPIC210472483,EPIC 210472483,1423414953,279,64.285896,14.936378,1.1430018,0.04202,13.547,EPIC 210472483
EPIC210513446,EPIC 210513446,1423429674,111,58.018524,15.635284,1.14907861,0.02624,13.979,EPIC 210513446
EPIC210576234,EPIC 210576234,1424224187,295,53.772568,16.61537,15.97700259,0.0299,11.343,EPIC 210576234
EPIC210598340,EPIC 210598340,1423480349,346,56.868729,16.941629,3.73478175,0.01239,12.631,EPIC 210598340
EPIC210744674,EPIC 210744674,1423730638,189,65.859016,19.027494,25.2077883,0.0333,13.319,EPIC 210744674
EPIC210925707,EPIC 210925707,1423408524,295,57.120544,21.797461,1.6865884,0.04591,9.427,EPIC 210925707
EPIC210957318,EPIC 210957318,1423548858,144,52.341961,22.299404,4.09803132,0.01702,13.53,EPIC 210957318
EPIC211089792,EPIC 211089792,1423602551,130,62.670647,24.402042,3.2591993,0.01762,12.559,EPIC 211089792
EPIC211147528,EPIC 211147528,1423483928,145,59.647171,25.38859,2.34951024,0.00817,12.05,EPIC 211147528
EPIC211169300,EPIC 211169300,1423890619,263,58.490967,25.797325,16.43831081,0.01529,12.822,EPIC 211169300
EPIC211342524,EPIC 211342524,1430944238,35,128.098694,10.677239,14.449,0.091939,12.422,EPIC 211342524
EPIC211342524,EPIC 211342524,1430938301,217,128.098694,10.677239,14.4518248,0.04465,12.422,EPIC 211342524
EPIC211399359,EPIC 211399359,1430254930,119,128.067139,11.630727,3.115,0.023415,14.636,EPIC 211399359
EPIC211399359,EPIC 211399359,1430523266,142,128.067139,11.630727,3.11491262,0.02698,14.636,EPIC 211399359
EPIC211418729,EPIC 211418729,1430157902,203,127.882965,11.922265,11.391,0.013265,14.556,EPIC 211418729
EPIC211418729,EPIC 211418729,1431140924,263,127.882965,11.922265,11.38576954,0.0147,14.556,EPIC 211418729
EPIC211424769,EPIC 211424769,1430522739,62,128.852676,12.01165,5.176,0.003485,9.394,EPIC 211424769
EPIC211442297,EPIC 211442297,1431611603,220,126.553444,12.281936,20.27362337,0.01666,13.362,EPIC 211442297
EPIC211442297,EPIC 211442297,1431612884,188,126.553444,12.281936,20.272,0.014508,13.362,EPIC 211442297
EPIC211509553,EPIC 211509553,1431116881,176,135.01976,13.273871,20.359,0.033123,16.578,EPIC 211509553
EPIC211578235,EPIC 211578235,1430823367,90,135.061432,14.23756,11.00357542,0.0078,14.56,EPIC 211578235
EPIC211713099,EPIC 211713099,1430968589,210,125.223885,16.090946,8.56394776,0.00524,13.827,EPIC 211713099
EPIC211713099,EPIC 211713099,1430230005,178,125.223885,16.090946,8.562,0.004581,13.827,EPIC 211713099
